order_details_id,order_id,order_date,order_time,item_id,Hour,Weekday,Weeknumber,Day,Month
2434,1084,19-01-2023,11.27.33 AM,107,11,Thursday,3,19,January
2435,1085,19-01-2023,11.37.05 AM,109,11,Thursday,3,19,January
2436,1085,19-01-2023,11.37.05 AM,105,11,Thursday,3,19,January
2437,1085,19-01-2023,11.37.05 AM,131,11,Thursday,3,19,January
2438,1086,19-01-2023,11.57.17 AM,101,11,Thursday,3,19,January
2439,1086,19-01-2023,11.57.17 AM,128,11,Thursday,3,19,January
2440,1087,19-01-2023,11.57.38 AM,125,11,Thursday,3,19,January
2441,1087,19-01-2023,11.57.38 AM,131,11,Thursday,3,19,January
2442,1088,19-01-2023,12.00.52 PM,107,12,Thursday,3,19,January
2443,1088,19-01-2023,12.00.52 PM,128,12,Thursday,3,19,January
2444,1088,19-01-2023,12.00.52 PM,113,12,Thursday,3,19,January
2445,1088,19-01-2023,12.00.52 PM,106,12,Thursday,3,19,January
2446,1088,19-01-2023,12.00.52 PM,NULL,12,Thursday,3,19,January
2447,1089,19-01-2023,12.03.57 PM,107,12,Thursday,3,19,January
2448,1089,19-01-2023,12.03.57 PM,104,12,Thursday,3,19,January
2449,1089,19-01-2023,12.03.57 PM,130,12,Thursday,3,19,January
2450,1090,19-01-2023,12.14.24 PM,101,12,Thursday,3,19,January
2451,1090,19-01-2023,12.14.24 PM,102,12,Thursday,3,19,January
2452,1090,19-01-2023,12.14.24 PM,109,12,Thursday,3,19,January
2453,1090,19-01-2023,12.14.24 PM,117,12,Thursday,3,19,January
2454,1090,19-01-2023,12.14.24 PM,127,12,Thursday,3,19,January
2455,1090,19-01-2023,12.14.24 PM,127,12,Thursday,3,19,January
2456,1090,19-01-2023,12.14.24 PM,111,12,Thursday,3,19,January
2457,1091,19-01-2023,12.20.28 PM,113,12,Thursday,3,19,January
2458,1092,19-01-2023,12.23.38 PM,101,12,Thursday,3,19,January
2459,1092,19-01-2023,12.23.38 PM,102,12,Thursday,3,19,January
2460,1092,19-01-2023,12.23.38 PM,109,12,Thursday,3,19,January
2461,1093,19-01-2023,12.33.24 PM,108,12,Thursday,3,19,January
2462,1093,19-01-2023,12.33.24 PM,117,12,Thursday,3,19,January
2463,1093,19-01-2023,12.33.24 PM,111,12,Thursday,3,19,January
2464,1093,19-01-2023,12.33.24 PM,113,12,Thursday,3,19,January
2465,1093,19-01-2023,12.33.24 PM,119,12,Thursday,3,19,January
2466,1094,19-01-2023,12.33.50 PM,115,12,Thursday,3,19,January
2467,1094,19-01-2023,12.33.50 PM,104,12,Thursday,3,19,January
2468,1095,19-01-2023,12.47.24 PM,102,12,Thursday,3,19,January
2469,1095,19-01-2023,12.47.24 PM,125,12,Thursday,3,19,January
2470,1096,19-01-2023,12.56.45 PM,104,12,Thursday,3,19,January
2471,1096,19-01-2023,12.56.45 PM,124,12,Thursday,3,19,January
2472,1096,19-01-2023,12.56.45 PM,125,12,Thursday,3,19,January
2473,1096,19-01-2023,12.56.45 PM,128,12,Thursday,3,19,January
2474,1096,19-01-2023,12.56.45 PM,128,12,Thursday,3,19,January
2475,1096,19-01-2023,12.56.45 PM,111,12,Thursday,3,19,January
2476,1096,19-01-2023,12.56.45 PM,111,12,Thursday,3,19,January
2477,1096,19-01-2023,12.56.45 PM,112,12,Thursday,3,19,January
2478,1096,19-01-2023,12.56.45 PM,119,12,Thursday,3,19,January
2479,1096,19-01-2023,12.56.45 PM,121,12,Thursday,3,19,January
2480,1096,19-01-2023,12.56.45 PM,122,12,Thursday,3,19,January
2481,1096,19-01-2023,12.56.45 PM,132,12,Thursday,3,19,January
2482,1097,19-01-2023,1.02.07 PM,101,13,Thursday,3,19,January
2483,1098,19-01-2023,1.25.39 PM,111,13,Thursday,3,19,January
2484,1098,19-01-2023,1.25.39 PM,114,13,Thursday,3,19,January
2485,1099,19-01-2023,1.33.24 PM,117,13,Thursday,3,19,January
2486,1099,19-01-2023,1.33.24 PM,128,13,Thursday,3,19,January
2487,1100,19-01-2023,1.34.27 PM,103,13,Thursday,3,19,January
2488,1100,19-01-2023,1.34.27 PM,126,13,Thursday,3,19,January
2489,1100,19-01-2023,1.34.27 PM,129,13,Thursday,3,19,January
2490,1100,19-01-2023,1.34.27 PM,111,13,Thursday,3,19,January
2491,1100,19-01-2023,1.34.27 PM,106,13,Thursday,3,19,January
2492,1101,19-01-2023,1.36.26 PM,102,13,Thursday,3,19,January
2493,1102,19-01-2023,2.03.20 PM,110,14,Thursday,3,19,January
2494,1103,19-01-2023,2.08.12 PM,114,14,Thursday,3,19,January
2495,1104,19-01-2023,2.39.45 PM,102,14,Thursday,3,19,January
2496,1104,19-01-2023,2.39.45 PM,104,14,Thursday,3,19,January
2497,1104,19-01-2023,2.39.45 PM,126,14,Thursday,3,19,January
2498,1104,19-01-2023,2.39.45 PM,127,14,Thursday,3,19,January
2499,1105,19-01-2023,3.13.54 PM,116,15,Thursday,3,19,January
2500,1105,19-01-2023,3.13.54 PM,103,15,Thursday,3,19,January
2501,1105,19-01-2023,3.13.54 PM,106,15,Thursday,3,19,January
2502,1106,19-01-2023,3.17.39 PM,120,15,Thursday,3,19,January
2503,1107,19-01-2023,3.45.44 PM,121,15,Thursday,3,19,January
2504,1108,19-01-2023,4.18.49 PM,120,16,Thursday,3,19,January
2505,1109,19-01-2023,4.20.22 PM,112,16,Thursday,3,19,January
2506,1109,19-01-2023,4.20.22 PM,113,16,Thursday,3,19,January
2507,1110,19-01-2023,4.33.35 PM,109,16,Thursday,3,19,January
2508,1110,19-01-2023,4.33.35 PM,131,16,Thursday,3,19,January
2509,1111,19-01-2023,4.35.46 PM,117,16,Thursday,3,19,January
2510,1112,19-01-2023,4.46.00 PM,103,16,Thursday,3,19,January
2511,1112,19-01-2023,4.46.00 PM,109,16,Thursday,3,19,January
2512,1112,19-01-2023,4.46.00 PM,131,16,Thursday,3,19,January
2513,1112,19-01-2023,4.46.00 PM,NULL,16,Thursday,3,19,January
2514,1113,19-01-2023,5.00.44 PM,107,17,Thursday,3,19,January
2515,1113,19-01-2023,5.00.44 PM,109,17,Thursday,3,19,January
2516,1114,19-01-2023,5.00.53 PM,107,17,Thursday,3,19,January
2517,1114,19-01-2023,5.00.53 PM,124,17,Thursday,3,19,January
2518,1115,19-01-2023,5.08.55 PM,120,17,Thursday,3,19,January
2519,1115,19-01-2023,5.08.55 PM,106,17,Thursday,3,19,January
2520,1116,19-01-2023,5.09.15 PM,108,17,Thursday,3,19,January
2521,1116,19-01-2023,5.09.15 PM,119,17,Thursday,3,19,January
2522,1116,19-01-2023,5.09.15 PM,122,17,Thursday,3,19,January
2523,1116,19-01-2023,5.09.15 PM,130,17,Thursday,3,19,January
2524,1117,19-01-2023,5.13.25 PM,102,17,Thursday,3,19,January
2525,1118,19-01-2023,5.19.49 PM,131,17,Thursday,3,19,January
2526,1119,19-01-2023,5.42.23 PM,107,17,Thursday,3,19,January
2527,1119,19-01-2023,5.42.23 PM,110,17,Thursday,3,19,January
2528,1120,19-01-2023,5.46.46 PM,125,17,Thursday,3,19,January
2529,1120,19-01-2023,5.46.46 PM,112,17,Thursday,3,19,January
2530,1121,19-01-2023,6.15.08 PM,107,18,Thursday,3,19,January
2531,1121,19-01-2023,6.15.08 PM,NULL,18,Thursday,3,19,January
2532,1122,19-01-2023,6.16.44 PM,108,18,Thursday,3,19,January
2533,1122,19-01-2023,6.16.44 PM,105,18,Thursday,3,19,January
2534,1122,19-01-2023,6.16.44 PM,131,18,Thursday,3,19,January
2535,1122,19-01-2023,6.16.44 PM,106,18,Thursday,3,19,January
2536,1123,19-01-2023,6.21.36 PM,101,18,Thursday,3,19,January
2537,1123,19-01-2023,6.21.36 PM,109,18,Thursday,3,19,January
2538,1124,19-01-2023,6.29.26 PM,116,18,Thursday,3,19,January
2539,1124,19-01-2023,6.29.26 PM,110,18,Thursday,3,19,January
2540,1125,19-01-2023,6.45.40 PM,109,18,Thursday,3,19,January
2541,1125,19-01-2023,6.45.40 PM,129,18,Thursday,3,19,January
2542,1126,19-01-2023,6.48.46 PM,105,18,Thursday,3,19,January
2543,1127,19-01-2023,6.53.52 PM,108,18,Thursday,3,19,January
2544,1127,19-01-2023,6.53.52 PM,112,18,Thursday,3,19,January
2545,1127,19-01-2023,6.53.52 PM,132,18,Thursday,3,19,January
2546,1128,19-01-2023,6.59.54 PM,102,18,Thursday,3,19,January
2547,1128,19-01-2023,6.59.54 PM,106,18,Thursday,3,19,January
2548,1129,19-01-2023,7.00.20 PM,102,19,Thursday,3,19,January
2549,1129,19-01-2023,7.00.20 PM,109,19,Thursday,3,19,January
2550,1129,19-01-2023,7.00.20 PM,112,19,Thursday,3,19,January
2551,1130,19-01-2023,7.03.05 PM,124,19,Thursday,3,19,January
2552,1130,19-01-2023,7.03.05 PM,117,19,Thursday,3,19,January
2553,1131,19-01-2023,7.06.42 PM,126,19,Thursday,3,19,January
2554,1131,19-01-2023,7.06.42 PM,113,19,Thursday,3,19,January
2555,1132,19-01-2023,7.51.37 PM,102,19,Thursday,3,19,January
2556,1132,19-01-2023,7.51.37 PM,124,19,Thursday,3,19,January
2557,1132,19-01-2023,7.51.37 PM,125,19,Thursday,3,19,January
2558,1132,19-01-2023,7.51.37 PM,113,19,Thursday,3,19,January
2559,1133,19-01-2023,7.59.17 PM,110,19,Thursday,3,19,January
2560,1133,19-01-2023,7.59.17 PM,111,19,Thursday,3,19,January
2561,1133,19-01-2023,7.59.17 PM,112,19,Thursday,3,19,January
2562,1133,19-01-2023,7.59.17 PM,114,19,Thursday,3,19,January
2563,1134,19-01-2023,8.05.41 PM,112,20,Thursday,3,19,January
2564,1135,19-01-2023,9.15.41 PM,113,21,Thursday,3,19,January
2565,1136,19-01-2023,9.59.06 PM,117,21,Thursday,3,19,January
2566,1136,19-01-2023,9.59.06 PM,106,21,Thursday,3,19,January
2567,1136,19-01-2023,9.59.06 PM,132,21,Thursday,3,19,January
2568,1137,19-01-2023,10.13.28 PM,121,22,Thursday,3,19,January
2569,1137,19-01-2023,10.13.28 PM,132,22,Thursday,3,19,January
2570,1138,20-01-2023,11.21.49 AM,129,11,Friday,3,20,January
2571,1139,20-01-2023,11.25.59 AM,117,11,Friday,3,20,January
2572,1139,20-01-2023,11.25.59 AM,120,11,Friday,3,20,January
2573,1139,20-01-2023,11.25.59 AM,122,11,Friday,3,20,January
2574,1139,20-01-2023,11.25.59 AM,114,11,Friday,3,20,January
2575,1140,20-01-2023,11.31.16 AM,110,11,Friday,3,20,January
2576,1140,20-01-2023,11.31.16 AM,127,11,Friday,3,20,January
2577,1140,20-01-2023,11.31.16 AM,129,11,Friday,3,20,January
2578,1140,20-01-2023,11.31.16 AM,113,11,Friday,3,20,January
2579,1140,20-01-2023,11.31.16 AM,NULL,11,Friday,3,20,January
2580,1141,20-01-2023,11.35.08 AM,131,11,Friday,3,20,January
2581,1142,20-01-2023,11.36.48 AM,120,11,Friday,3,20,January
2582,1143,20-01-2023,11.37.33 AM,107,11,Friday,3,20,January
2583,1143,20-01-2023,11.37.33 AM,124,11,Friday,3,20,January
2584,1143,20-01-2023,11.37.33 AM,117,11,Friday,3,20,January
2585,1144,20-01-2023,12.02.21 PM,129,12,Friday,3,20,January
2586,1144,20-01-2023,12.02.21 PM,119,12,Friday,3,20,January
2587,1145,20-01-2023,12.04.15 PM,104,12,Friday,3,20,January
2588,1145,20-01-2023,12.04.15 PM,128,12,Friday,3,20,January
2589,1145,20-01-2023,12.04.15 PM,122,12,Friday,3,20,January
2590,1145,20-01-2023,12.04.15 PM,123,12,Friday,3,20,January
2591,1146,20-01-2023,12.12.00 PM,123,12,Friday,3,20,January
2592,1147,20-01-2023,12.12.25 PM,121,12,Friday,3,20,January
2593,1148,20-01-2023,12.17.42 PM,107,12,Friday,3,20,January
2594,1148,20-01-2023,12.17.42 PM,117,12,Friday,3,20,January
2595,1149,20-01-2023,12.22.41 PM,126,12,Friday,3,20,January
2596,1149,20-01-2023,12.22.41 PM,119,12,Friday,3,20,January
2597,1150,20-01-2023,12.39.05 PM,102,12,Friday,3,20,January
2598,1150,20-01-2023,12.39.05 PM,104,12,Friday,3,20,January
2599,1150,20-01-2023,12.39.05 PM,108,12,Friday,3,20,January
2600,1150,20-01-2023,12.39.05 PM,108,12,Friday,3,20,January
2601,1150,20-01-2023,12.39.05 PM,124,12,Friday,3,20,January
2602,1150,20-01-2023,12.39.05 PM,126,12,Friday,3,20,January
2603,1150,20-01-2023,12.39.05 PM,117,12,Friday,3,20,January
2604,1150,20-01-2023,12.39.05 PM,111,12,Friday,3,20,January
2605,1150,20-01-2023,12.39.05 PM,111,12,Friday,3,20,January
2606,1150,20-01-2023,12.39.05 PM,121,12,Friday,3,20,January
2607,1150,20-01-2023,12.39.05 PM,105,12,Friday,3,20,January
2608,1150,20-01-2023,12.39.05 PM,106,12,Friday,3,20,January
2609,1151,20-01-2023,12.43.36 PM,125,12,Friday,3,20,January
2610,1152,20-01-2023,12.44.23 PM,103,12,Friday,3,20,January
2611,1153,20-01-2023,12.56.30 PM,107,12,Friday,3,20,January
2612,1153,20-01-2023,12.56.30 PM,108,12,Friday,3,20,January
2613,1153,20-01-2023,12.56.30 PM,124,12,Friday,3,20,January
2614,1153,20-01-2023,12.56.30 PM,110,12,Friday,3,20,January
2615,1153,20-01-2023,12.56.30 PM,117,12,Friday,3,20,January
2616,1153,20-01-2023,12.56.30 PM,111,12,Friday,3,20,January
2617,1153,20-01-2023,12.56.30 PM,118,12,Friday,3,20,January
2618,1153,20-01-2023,12.56.30 PM,120,12,Friday,3,20,January
2619,1153,20-01-2023,12.56.30 PM,121,12,Friday,3,20,January
2620,1153,20-01-2023,12.56.30 PM,105,12,Friday,3,20,January
2621,1153,20-01-2023,12.56.30 PM,122,12,Friday,3,20,January
2622,1154,20-01-2023,12.59.38 PM,124,12,Friday,3,20,January
2623,1154,20-01-2023,12.59.38 PM,113,12,Friday,3,20,January
2624,1154,20-01-2023,12.59.38 PM,119,12,Friday,3,20,January
2625,1155,20-01-2023,1.05.11 PM,109,13,Friday,3,20,January
2626,1156,20-01-2023,1.14.15 PM,110,13,Friday,3,20,January
2627,1157,20-01-2023,1.16.58 PM,107,13,Friday,3,20,January
2628,1157,20-01-2023,1.16.58 PM,111,13,Friday,3,20,January
2629,1158,20-01-2023,1.17.45 PM,102,13,Friday,3,20,January
2630,1158,20-01-2023,1.17.45 PM,102,13,Friday,3,20,January
2631,1158,20-01-2023,1.17.45 PM,106,13,Friday,3,20,January
2632,1159,20-01-2023,2.06.41 PM,102,14,Friday,3,20,January
2633,1160,20-01-2023,2.14.54 PM,102,14,Friday,3,20,January
2634,1160,20-01-2023,2.14.54 PM,117,14,Friday,3,20,January
2635,1160,20-01-2023,2.14.54 PM,112,14,Friday,3,20,January
2636,1161,20-01-2023,2.21.41 PM,106,14,Friday,3,20,January
2637,1162,20-01-2023,2.40.02 PM,116,14,Friday,3,20,January
2638,1162,20-01-2023,2.40.02 PM,123,14,Friday,3,20,January
2639,1163,20-01-2023,2.47.28 PM,102,14,Friday,3,20,January
2640,1164,20-01-2023,3.13.31 PM,112,15,Friday,3,20,January
2641,1164,20-01-2023,3.13.31 PM,132,15,Friday,3,20,January
2642,1165,20-01-2023,3.15.26 PM,124,15,Friday,3,20,January
2643,1165,20-01-2023,3.15.26 PM,117,15,Friday,3,20,January
2644,1166,20-01-2023,3.25.08 PM,132,15,Friday,3,20,January
2645,1167,20-01-2023,3.28.09 PM,119,15,Friday,3,20,January
2646,1168,20-01-2023,3.58.05 PM,132,15,Friday,3,20,January
2647,1169,20-01-2023,4.08.25 PM,110,16,Friday,3,20,January
2648,1169,20-01-2023,4.08.25 PM,127,16,Friday,3,20,January
2649,1169,20-01-2023,4.08.25 PM,113,16,Friday,3,20,January
2650,1170,20-01-2023,4.37.24 PM,101,16,Friday,3,20,January
2651,1171,20-01-2023,4.41.58 PM,108,16,Friday,3,20,January
2652,1172,20-01-2023,4.53.23 PM,108,16,Friday,3,20,January
2653,1172,20-01-2023,4.53.23 PM,114,16,Friday,3,20,January
2654,1173,20-01-2023,4.57.05 PM,125,16,Friday,3,20,January
2655,1173,20-01-2023,4.57.05 PM,132,16,Friday,3,20,January
2656,1174,20-01-2023,5.02.58 PM,121,17,Friday,3,20,January
2657,1174,20-01-2023,5.02.58 PM,123,17,Friday,3,20,January
2658,1175,20-01-2023,5.05.14 PM,110,17,Friday,3,20,January
2659,1175,20-01-2023,5.05.14 PM,118,17,Friday,3,20,January
2660,1175,20-01-2023,5.05.14 PM,120,17,Friday,3,20,January
2661,1175,20-01-2023,5.05.14 PM,121,17,Friday,3,20,January
2662,1176,20-01-2023,5.05.19 PM,108,17,Friday,3,20,January
2663,1176,20-01-2023,5.05.19 PM,118,17,Friday,3,20,January
2664,1176,20-01-2023,5.05.19 PM,120,17,Friday,3,20,January
2665,1176,20-01-2023,5.05.19 PM,122,17,Friday,3,20,January
2666,1177,20-01-2023,5.27.29 PM,108,17,Friday,3,20,January
2667,1177,20-01-2023,5.27.29 PM,113,17,Friday,3,20,January
2668,1178,20-01-2023,6.01.13 PM,122,18,Friday,3,20,January
2669,1179,20-01-2023,6.02.28 PM,121,18,Friday,3,20,January
2670,1180,20-01-2023,6.12.31 PM,115,18,Friday,3,20,January
2671,1180,20-01-2023,6.12.31 PM,124,18,Friday,3,20,January
2672,1181,20-01-2023,6.17.53 PM,102,18,Friday,3,20,January
2673,1182,20-01-2023,6.33.48 PM,101,18,Friday,3,20,January
2674,1182,20-01-2023,6.33.48 PM,115,18,Friday,3,20,January
2675,1182,20-01-2023,6.33.48 PM,124,18,Friday,3,20,January
2676,1182,20-01-2023,6.33.48 PM,130,18,Friday,3,20,January
2677,1183,20-01-2023,6.51.30 PM,102,18,Friday,3,20,January
2678,1183,20-01-2023,6.51.30 PM,113,18,Friday,3,20,January
2679,1184,20-01-2023,7.04.35 PM,123,19,Friday,3,20,January
2680,1185,20-01-2023,7.10.26 PM,109,19,Friday,3,20,January
2681,1186,20-01-2023,7.19.55 PM,125,19,Friday,3,20,January
2682,1186,20-01-2023,7.19.55 PM,106,19,Friday,3,20,January
2683,1187,20-01-2023,7.21.40 PM,105,19,Friday,3,20,January
2684,1188,20-01-2023,7.25.25 PM,123,19,Friday,3,20,January
2685,1189,20-01-2023,7.40.47 PM,101,19,Friday,3,20,January
2686,1190,20-01-2023,7.43.15 PM,108,19,Friday,3,20,January
2687,1190,20-01-2023,7.43.15 PM,118,19,Friday,3,20,January
2688,1191,20-01-2023,7.56.41 PM,117,19,Friday,3,20,January
2689,1191,20-01-2023,7.56.41 PM,111,19,Friday,3,20,January
2690,1192,20-01-2023,8.15.27 PM,106,20,Friday,3,20,January
2691,1193,20-01-2023,8.26.22 PM,102,20,Friday,3,20,January
2692,1193,20-01-2023,8.26.22 PM,118,20,Friday,3,20,January
2693,1193,20-01-2023,8.26.22 PM,120,20,Friday,3,20,January
2694,1193,20-01-2023,8.26.22 PM,132,20,Friday,3,20,January
2695,1194,20-01-2023,8.27.18 PM,118,20,Friday,3,20,January
2696,1194,20-01-2023,8.27.18 PM,122,20,Friday,3,20,January
2697,1195,20-01-2023,8.39.52 PM,102,20,Friday,3,20,January
2698,1195,20-01-2023,8.39.52 PM,124,20,Friday,3,20,January
2699,1195,20-01-2023,8.39.52 PM,105,20,Friday,3,20,January
2700,1196,20-01-2023,8.44.41 PM,124,20,Friday,3,20,January
2701,1196,20-01-2023,8.44.41 PM,131,20,Friday,3,20,January
2702,1197,20-01-2023,8.53.41 PM,126,20,Friday,3,20,January
2703,1198,20-01-2023,10.02.08 PM,128,22,Friday,3,20,January
2704,1199,20-01-2023,10.10.20 PM,103,22,Friday,3,20,January
2705,1200,20-01-2023,10.14.41 PM,103,22,Friday,3,20,January
2706,1200,20-01-2023,10.14.41 PM,119,22,Friday,3,20,January
2707,1201,20-01-2023,10.40.10 PM,124,22,Friday,3,20,January
2708,1201,20-01-2023,10.40.10 PM,122,22,Friday,3,20,January
2709,1202,21-01-2023,11.50.26 AM,107,11,Saturday,3,21,January
2710,1203,21-01-2023,11.54.22 AM,117,11,Saturday,3,21,January
2711,1204,21-01-2023,12.23.38 PM,107,12,Saturday,3,21,January
2712,1204,21-01-2023,12.23.38 PM,109,12,Saturday,3,21,January
2713,1204,21-01-2023,12.23.38 PM,120,12,Saturday,3,21,January
2714,1204,21-01-2023,12.23.38 PM,132,12,Saturday,3,21,January
2715,1205,21-01-2023,12.29.13 PM,132,12,Saturday,3,21,January
2716,1206,21-01-2023,12.38.38 PM,102,12,Saturday,3,21,January
2717,1206,21-01-2023,12.38.38 PM,108,12,Saturday,3,21,January
2718,1206,21-01-2023,12.38.38 PM,124,12,Saturday,3,21,January
2719,1206,21-01-2023,12.38.38 PM,109,12,Saturday,3,21,January
2720,1206,21-01-2023,12.38.38 PM,110,12,Saturday,3,21,January
2721,1206,21-01-2023,12.38.38 PM,117,12,Saturday,3,21,January
2722,1206,21-01-2023,12.38.38 PM,119,12,Saturday,3,21,January
2723,1206,21-01-2023,12.38.38 PM,120,12,Saturday,3,21,January
2724,1206,21-01-2023,12.38.38 PM,120,12,Saturday,3,21,January
2725,1206,21-01-2023,12.38.38 PM,106,12,Saturday,3,21,January
2726,1207,21-01-2023,12.52.42 PM,116,12,Saturday,3,21,January
2727,1207,21-01-2023,12.52.42 PM,123,12,Saturday,3,21,January
2728,1208,21-01-2023,1.03.21 PM,110,13,Saturday,3,21,January
2729,1209,21-01-2023,1.13.52 PM,125,13,Saturday,3,21,January
2730,1209,21-01-2023,1.13.52 PM,132,13,Saturday,3,21,January
2731,1210,21-01-2023,1.20.41 PM,102,13,Saturday,3,21,January
2732,1211,21-01-2023,1.37.51 PM,130,13,Saturday,3,21,January
2733,1212,21-01-2023,1.42.25 PM,128,13,Saturday,3,21,January
2734,1212,21-01-2023,1.42.25 PM,113,13,Saturday,3,21,January
2735,1213,21-01-2023,1.58.53 PM,113,13,Saturday,3,21,January
2736,1213,21-01-2023,1.58.53 PM,105,13,Saturday,3,21,January
2737,1214,21-01-2023,2.00.05 PM,101,14,Saturday,3,21,January
2738,1214,21-01-2023,2.00.05 PM,102,14,Saturday,3,21,January
2739,1214,21-01-2023,2.00.05 PM,125,14,Saturday,3,21,January
2740,1214,21-01-2023,2.00.05 PM,110,14,Saturday,3,21,January
2741,1214,21-01-2023,2.00.05 PM,117,14,Saturday,3,21,January
2742,1214,21-01-2023,2.00.05 PM,117,14,Saturday,3,21,January
2743,1214,21-01-2023,2.00.05 PM,127,14,Saturday,3,21,January
2744,1214,21-01-2023,2.00.05 PM,129,14,Saturday,3,21,January
2745,1214,21-01-2023,2.00.05 PM,105,14,Saturday,3,21,January
2746,1214,21-01-2023,2.00.05 PM,132,14,Saturday,3,21,January
2747,1214,21-01-2023,2.00.05 PM,132,14,Saturday,3,21,January
2748,1215,21-01-2023,2.02.04 PM,131,14,Saturday,3,21,January
2749,1216,21-01-2023,2.08.29 PM,101,14,Saturday,3,21,January
2750,1217,21-01-2023,2.26.35 PM,102,14,Saturday,3,21,January
2751,1218,21-01-2023,2.27.30 PM,113,14,Saturday,3,21,January
2752,1218,21-01-2023,2.27.30 PM,118,14,Saturday,3,21,January
2753,1218,21-01-2023,2.27.30 PM,122,14,Saturday,3,21,January
2754,1218,21-01-2023,2.27.30 PM,131,14,Saturday,3,21,January
2755,1219,21-01-2023,3.13.10 PM,112,15,Saturday,3,21,January
2756,1219,21-01-2023,3.13.10 PM,120,15,Saturday,3,21,January
2757,1219,21-01-2023,3.13.10 PM,114,15,Saturday,3,21,January
2758,1219,21-01-2023,3.13.10 PM,132,15,Saturday,3,21,January
2759,1220,21-01-2023,3.20.03 PM,116,15,Saturday,3,21,January
2760,1221,21-01-2023,3.23.36 PM,104,15,Saturday,3,21,January
2761,1221,21-01-2023,3.23.36 PM,113,15,Saturday,3,21,January
2762,1222,21-01-2023,3.32.23 PM,108,15,Saturday,3,21,January
2763,1222,21-01-2023,3.32.23 PM,106,15,Saturday,3,21,January
2764,1223,21-01-2023,3.36.37 PM,119,15,Saturday,3,21,January
2765,1224,21-01-2023,3.45.47 PM,111,15,Saturday,3,21,January
2766,1224,21-01-2023,3.45.47 PM,106,15,Saturday,3,21,January
2767,1225,21-01-2023,3.59.07 PM,113,15,Saturday,3,21,January
2768,1225,21-01-2023,3.59.07 PM,120,15,Saturday,3,21,January
2769,1226,21-01-2023,4.10.57 PM,107,16,Saturday,3,21,January
2770,1226,21-01-2023,4.10.57 PM,125,16,Saturday,3,21,January
2771,1226,21-01-2023,4.10.57 PM,110,16,Saturday,3,21,January
2772,1226,21-01-2023,4.10.57 PM,111,16,Saturday,3,21,January
2773,1227,21-01-2023,4.20.21 PM,109,16,Saturday,3,21,January
2774,1228,21-01-2023,4.26.36 PM,127,16,Saturday,3,21,January
2775,1228,21-01-2023,4.26.36 PM,111,16,Saturday,3,21,January
2776,1229,21-01-2023,4.28.19 PM,109,16,Saturday,3,21,January
2777,1230,21-01-2023,4.38.28 PM,127,16,Saturday,3,21,January
2778,1230,21-01-2023,4.38.28 PM,112,16,Saturday,3,21,January
2779,1230,21-01-2023,4.38.28 PM,123,16,Saturday,3,21,January
2780,1230,21-01-2023,4.38.28 PM,106,16,Saturday,3,21,January
2781,1231,21-01-2023,4.45.04 PM,102,16,Saturday,3,21,January
2782,1231,21-01-2023,4.45.04 PM,122,16,Saturday,3,21,January
2783,1232,21-01-2023,4.50.36 PM,113,16,Saturday,3,21,January
2784,1232,21-01-2023,4.50.36 PM,119,16,Saturday,3,21,January
2785,1232,21-01-2023,4.50.36 PM,121,16,Saturday,3,21,January
2786,1232,21-01-2023,4.50.36 PM,132,16,Saturday,3,21,January
2787,1233,21-01-2023,5.11.27 PM,102,17,Saturday,3,21,January
2788,1233,21-01-2023,5.11.27 PM,125,17,Saturday,3,21,January
2789,1233,21-01-2023,5.11.27 PM,126,17,Saturday,3,21,January
2790,1233,21-01-2023,5.11.27 PM,110,17,Saturday,3,21,January
2791,1234,21-01-2023,5.36.59 PM,109,17,Saturday,3,21,January
2792,1234,21-01-2023,5.36.59 PM,131,17,Saturday,3,21,January
2793,1235,21-01-2023,5.55.58 PM,126,17,Saturday,3,21,January
2794,1235,21-01-2023,5.55.58 PM,112,17,Saturday,3,21,January
2795,1235,21-01-2023,5.55.58 PM,106,17,Saturday,3,21,January
2796,1236,21-01-2023,5.56.32 PM,128,17,Saturday,3,21,January
2797,1237,21-01-2023,6.10.40 PM,116,18,Saturday,3,21,January
2798,1237,21-01-2023,6.10.40 PM,120,18,Saturday,3,21,January
2799,1238,21-01-2023,6.18.51 PM,104,18,Saturday,3,21,January
2800,1238,21-01-2023,6.18.51 PM,124,18,Saturday,3,21,January
2801,1238,21-01-2023,6.18.51 PM,128,18,Saturday,3,21,January
2802,1238,21-01-2023,6.18.51 PM,106,18,Saturday,3,21,January
2803,1239,21-01-2023,6.22.29 PM,102,18,Saturday,3,21,January
2804,1240,21-01-2023,6.40.50 PM,103,18,Saturday,3,21,January
2805,1240,21-01-2023,6.40.50 PM,121,18,Saturday,3,21,January
2806,1240,21-01-2023,6.40.50 PM,132,18,Saturday,3,21,January
2807,1241,21-01-2023,6.43.02 PM,101,18,Saturday,3,21,January
2808,1241,21-01-2023,6.43.02 PM,104,18,Saturday,3,21,January
2809,1241,21-01-2023,6.43.02 PM,131,18,Saturday,3,21,January
2810,1242,21-01-2023,6.50.51 PM,120,18,Saturday,3,21,January
2811,1242,21-01-2023,6.50.51 PM,120,18,Saturday,3,21,January
2812,1242,21-01-2023,6.50.51 PM,106,18,Saturday,3,21,January
2813,1242,21-01-2023,6.50.51 PM,NULL,18,Saturday,3,21,January
